,ID,Occupation,Job.Series,School,Major,Level.of.Education,Gender,Race,Disability,Hired
311,311,Aerospace Engineering,861,110644,Engineering (Any Specialty),PhD,Male,Black/African American,NA,N
312,312,Crop Insurance Administration,1161,196413,Insurance,Associates Degree,Male,White,NA,N
313,313,Biomedical Engineering,858,135726,Engineering (Any Specialty),Master's/J.D./LL.B.,Female,White,targeted disability,N
314,314,Geography,150,195030,Geography,Some College,Male,Hispanic/Latino,targeted disability,N
315,315,Consumer Safety,696,196103,Chemistry,Associates Degree,Male,White,NA,N
316,316,Cartography,1370,243780,Cartography,Bachelor's Degree,Female,Black/African American,NA,N
317,317,Physiology,413,198419,Zoology,Associates Degree,Female,White,targeted disability,N
318,318,Land Surveying,1373,198419,Surveying,Master's/J.D./LL.B.,Female,Black/African American,targeted disability,N
319,319,Education Services,1740,195030,Liberal Arts/Humanities,Some College,Female,White,targeted disability,N
320,320,Computer Science,1550,243744,Mathematics,Bachelor's Degree,Male,White,targeted disability,N
321,321,Training Instruction,1712,110653,Education,Bachelor's Degree,Male,More than one race,disability,N
322,322,Social Science,101,152080,Political Science/Govt,Master's/J.D./LL.B.,Female,White,targeted disability,N
323,323,Management and Program Analysis,343,214777,Any Major,Associates Degree,Female,Asian,targeted disability,N
324,324,General Health Science,601,198419,Epidemiology,Associates Degree,Female,White,NA,N
325,325,Internal Revenue Officer,1169,236948,Any Major,Bachelor's Degree,Male,White,NA,N
326,326,Police,83,228778,Criminal Justice/Law Enforcement,Associates Degree,Female,White,NA,N
327,327,Prosthetic Representative,672,178396,Rehabilitation Therapy,Associates Degree,Male,Black/African American,NA,N
328,328,Geophysics,1313,110644,Geophysics,Master's/J.D./LL.B.,Male,White,NA,N
329,329,Rehabilitation Therapy Assistant,636,197708,Rehabilitation Therapy,Associates Degree,Male,White,NA,N
330,330,Diagnostic Radiologic Technologist,647,178396,Medical Support,PhD,Male,White,NA,N
331,331,Administrative Officer,341,170976,Any Major,Associates Degree,Female,White,NA,N
332,332,Forestry,460,231174,Forestry,Associates Degree,Male,White,targeted disability,N
333,333,Environmental Protection Specialist,28,168148,Any Major,Associates Degree,Male,Black/African American,NA,N
334,334,Sociology,184,162928,Sociology,Master's/J.D./LL.B.,Female,White,NA,N
335,335,Soil Conservation,457,166629,Agriculture,Some College,Male,White,NA,N
336,336,Budget Analysis,560,243744,Business,Some College,Female,White,NA,N
337,337,Equipment Specialist,1670,212054,Industrial Management,Bachelor's Degree,Female,Black/African American,targeted disability,N
338,338,Environmental Protection Specialist,28,186131,Any Major,Bachelor's Degree,Male,White,disability,N
339,339,Correctional Institution Administration,6,121150,Corrections,Some College,Male,White,NA,N
340,340,Medical Records Technician,675,110662,Medical Support,Associates Degree,Male,White,disability,N
341,341,Crop Insurance Administration,1161,178396,Insurance,Associates Degree,Male,White,NA,N
342,342,Education Services,1740,197708,Liberal Arts/Humanities,Bachelor's Degree,Male,White,targeted disability,N
343,343,Health System Administration,670,223232,Health,Bachelor's Degree,Male,White,targeted disability,N
344,344,Social Insurance Administration,105,233921,Insurance,Bachelor's Degree,Female,Asian,targeted disability,N
345,345,Food Inspection,1863,234076,Public Health,Some College,Male,White,disability,N
346,346,Contracting,1102,243744,Any Major,Some College,Male,White,NA,N
347,347,Psychology,180,110662,Counseling,Some College,Male,White,NA,N
348,348,Genetics,440,243744,Botany,Bachelor's Degree,Male,White,NA,N
349,349,Supply Clerical and Technician,2005,190150,Marketing,Master's/J.D./LL.B.,Female,White,disability,N
350,350,Auditing,511,110404,Accounting,PhD,Female,White,targeted disability,N
351,351,Hearings and Appeals,930,236948,Employee/Labor Relations,Bachelor's Degree,Female,Hispanic/Latino,NA,N
352,352,General Physical Science,1301,230038,Geology,PhD,Female,American Indian/Alaskan Native,NA,N
353,353,Land Surveying,1373,139755,Surveying,Associates Degree,Male,Black/African American,NA,N
354,354,Tax Examining,592,131496,Finance,Bachelor's Degree,Female,White,targeted disability,N
355,355,Archeology,193,195030,Archeology,Some College,Female,White,disability,N
356,356,Geography,150,147767,Geography,Master's/J.D./LL.B.,Female,White,NA,N
357,357,Audiovisual Production,1071,221999,"Arts, Fine And Applied",PhD,Female,White,disability,N
358,358,Government Accountability Office Evaluator,347,152080,Biology,Some College,Female,White,disability,N
359,359,Social Science,101,190150,Political Science/Govt,Bachelor's Degree,Female,White,NA,Y
360,360,Correctional Officer,7,221999,Corrections,Master's/J.D./LL.B.,Female,White,targeted disability,N
361,361,Community Planning,20,147767,Community Or City Planning,Some College,Male,White,NA,N
362,362,Agricultural Marketing,1146,243744,Marketing,Associates Degree,Male,White,NA,N
363,363,Exhibits Specialist,1010,215293,"Arts, Fine And Applied",Bachelor's Degree,Male,White,targeted disability,Y
364,364,Business and Industry,NA,166629,Industrial Management,Bachelor's Degree,Female,White,disability,N
365,365,Aircraft Operation,2181,162928,Aviation,Bachelor's Degree,Male,White,NA,N
366,366,Health System Specialist,671,236948,Hospital Admin.,PhD,Female,White,targeted disability,Y
367,367,Mathematical Statistician,1529,196103,Mathematics,Some College,Male,White,disability,N
368,368,Traffic Management,2130,122436,Transportation,Bachelor's Degree,Male,White,targeted disability,N
369,369,Architecture,808,123961,Architecture,Associates Degree,Male,Black/African American,targeted disability,N
370,370,Contracting,1102,223232,Any Major,Some College,Female,Asian,NA,N
371,371,Telecommunications,391,178396,Communications,Bachelor's Degree,Male,Black/African American,NA,Y
372,372,Game Law Enforcement,1812,186131,Criminal Justice/Law Enforcement,Associates Degree,Male,Black/African American,disability,N
373,373,Financial Institution Examining,570,231174,Economics,Some College,Male,Black/African American,NA,N
374,374,Contracting,1102,131469,Any Major,Associates Degree,Female,Asian,disability,N
375,375,Social Insurance Administration,105,186131,Insurance,Bachelor's Degree,Male,White,NA,N
376,376,Psychology Aide and Technician,181,165334,Counseling,Bachelor's Degree,Male,Asian,disability,N
377,377,Botany,430,231174,Botany,PhD,Male,Black/African American,NA,N
378,378,Occupational Therapist,631,122436,Rehabilitation Therapy,Master's/J.D./LL.B.,Female,Black/African American,disability,N
379,379,Printing Management,1654,160755,English And Literature,Associates Degree,Female,Black/African American,disability,N
380,380,Miscellaneous Administration and Program,301,110644,Public Admin.,Associates Degree,Female,White,NA,N
381,381,Environmental Health Technician,698,144050,Environmental Studies,Associates Degree,Female,White,disability,N
382,382,Meteorology,1340,199120,Meteorology,Some College,Female,White,disability,N
383,383,Illustrating,1020,198419,"Arts, Fine And Applied",Associates Degree,Female,More than one race,NA,N
384,384,Computer Science,1550,215293,Mathematics,PhD,Male,Hispanic/Latino,NA,N
385,385,Geodetic Technician,1374,110635,Cartography,Some College,Male,Asian,NA,N
386,386,Purchasing,1105,166027,Purchasing,Bachelor's Degree,Male,Black/African American,NA,N
387,387,Contracting,1102,193900,Any Major,PhD,Female,Hispanic/Latino,disability,Y
388,388,Medical Records Technician,675,110662,Medical Support,Bachelor's Degree,Male,Black/African American,NA,N
389,389,Air Traffic Control,2152,139658,Any Major,Associates Degree,Male,White,NA,N
390,390,Geodesy,1372,193900,Astronomy,Master's/J.D./LL.B.,Female,White,disability,N
391,391,Veterans Claims Examining,996,204024,Liberal Arts/Humanities,Bachelor's Degree,Male,White,NA,N
392,392,Transportation Specialist,2101,223232,Transportation,Bachelor's Degree,Female,White,NA,N
393,393,Medical Records Technician,675,204024,Medical Support,Bachelor's Degree,Female,White,NA,Y
394,394,Transportation Industry Analysis,2110,243780,Economics,Master's/J.D./LL.B.,Female,Hispanic/Latino,NA,N
395,395,History,170,170976,History,Master's/J.D./LL.B.,Female,Asian,NA,N
396,396,Cargo Scheduling,2144,186131,Transportation,Some College,Female,Native Hawaiian/Pacific Islander,disability,N
397,397,Public Affairs,1035,144050,Any Major,Master's/J.D./LL.B.,Male,White,targeted disability,N
398,398,Correctional Institution Administration,6,131469,Corrections,Associates Degree,Female,White,disability,N
399,399,Librarian,1410,122436,Library Science,Some College,Male,Black/African American,NA,N
400,400,Immigration Inspection,1816,110705,Law Enforcement,Some College,Male,Asian,NA,N
401,401,Computer Engineering,854,130794,Engineering (Any Specialty),Bachelor's Degree,Male,White,NA,N
402,402,Botany,430,162928,Botany,Bachelor's Degree,Male,Hispanic/Latino,NA,N
403,403,General Facilities and Equipment,1601,186131,"Management, Facilities",Master's/J.D./LL.B.,Male,Hispanic/Latino,NA,N
404,404,Facility Management,1640,131496,"Management, Facilities",Associates Degree,Male,White,disability,N
405,405,Intelligence,132,212054,Accounting,Some College,Male,White,disability,N
406,406,Administrative Officer,341,100751,Any Major,Bachelor's Degree,Female,White,NA,N
407,407,Health System Specialist,671,214777,Hospital Admin.,Master's/J.D./LL.B.,Female,White,NA,N
408,408,Foreign Affairs,130,195030,Foreign Language,Some College,Male,White,NA,N
409,409,Industrial Hygiene,690,243780,Epidemiology,Bachelor's Degree,Male,White,disability,N
410,410,Transportation Industry Analysis,2110,231174,Economics,Master's/J.D./LL.B.,Female,Hispanic/Latino,NA,N
411,411,Architecture,808,230038,Architecture,Bachelor's Degree,Male,White,targeted disability,N
412,412,Insurance Examining,1163,198419,Insurance,Master's/J.D./LL.B.,Female,White,NA,N
413,413,Health System Administration,670,165015,Health,Associates Degree,Female,Hispanic/Latino,NA,N
414,414,Miscellaneous Administration and Program,301,207971,Public Admin.,Some College,Female,Black/African American,targeted disability,N
415,415,Labor Management Relations Examining,244,243744,Employee/Labor Relations,Associates Degree,Male,White,NA,Y
416,416,Vocational Rehabilitation,1715,166027,Counseling,Associates Degree,Male,White,NA,N
417,417,Aerospace Engineering,861,230038,Engineering (Any Specialty),Associates Degree,Female,White,targeted disability,N
418,418,Botany,430,147767,Botany,Some College,Male,White,NA,N
419,419,Plant Protection and Quarantine,436,110635,Horticulture,Associates Degree,Male,White,NA,N
420,420,Cargo Scheduling,2144,191241,Transportation,Associates Degree,Female,White,NA,N
421,421,Geology,1350,110644,Geology,Associates Degree,Male,White,NA,N
422,422,Transportation Loss and Damage Claims Examining,2135,231174,Transportation,Bachelor's Degree,Male,Hispanic/Latino,disability,N
423,423,Appraising,1171,179867,Finance,Bachelor's Degree,Male,White,NA,N
424,424,Education Program,1720,110635,Education,Master's/J.D./LL.B.,Male,White,NA,Y
425,425,Computer Science,1550,135726,Mathematics,Some College,Female,Hispanic/Latino,disability,N
426,426,Statistician,1530,130794,Mathematics,Master's/J.D./LL.B.,Female,Black/African American,disability,N
427,427,Library Technician,1411,196413,Library Science,Associates Degree,Male,White,disability,Y
428,428,Recreation/Creative Arts Therapist,638,223232,Park And Recreation Management,Bachelor's Degree,Male,White,disability,N
429,429,Administrative Officer,341,110714,Any Major,Bachelor's Degree,Female,Black/African American,disability,N
430,430,Appraising,1171,231624,Finance,Master's/J.D./LL.B.,Female,White,targeted disability,N
431,431,Tax Law Specialist,987,122436,Law,Associates Degree,Male,Black/African American,NA,N
432,432,Writing and Editing,1082,130794,Communications,Bachelor's Degree,Female,White,disability,N
433,433,Computer Science,1550,110662,Mathematics,Some College,Female,White,disability,N
434,434,Logistics Management,346,174066,Any Major,Master's/J.D./LL.B.,Female,Black/African American,targeted disability,N
435,435,Electronics Engineering,855,152080,Engineering (Any Specialty),Master's/J.D./LL.B.,Male,Black/African American,disability,N
436,436,Contracting,1102,122436,Any Major,Some College,Female,White,NA,N
437,437,Writing and Editing,1082,233921,Communications,Associates Degree,Male,Hispanic/Latino,NA,N
438,438,Writing and Editing,1082,186131,Communications,Bachelor's Degree,Male,Hispanic/Latino,NA,N
439,439,Intelligence,132,190150,Accounting,Bachelor's Degree,Female,White,disability,N
440,440,Sports Specialist,30,214777,Physical Education,Some College,Male,White,NA,N
441,441,Government Accountability Office Evaluator,347,243780,Biology,Bachelor's Degree,Female,White,NA,N
442,442,Medical Technician,645,166027,Medical Support,Associates Degree,Male,Asian,NA,N
443,443,Editorial Assistance,1087,145637,English And Literature,Associates Degree,Female,White,disability,N
444,444,Agricultural Engineering,890,131469,Agriculture,Master's/J.D./LL.B.,Male,White,disability,Y
445,445,Environmental Engineering,819,110705,Chemistry,Bachelor's Degree,Male,White,targeted disability,N
446,446,Agricultural Market Reporting,1147,243780,Journalism,Bachelor's Degree,Male,White,targeted disability,N
447,447,General Anthropology,190,199847,Anthropology,Master's/J.D./LL.B.,Female,White,NA,N
448,448,Contact Representative,962,227757,Liberal Arts/Humanities,Associates Degree,Male,More than one race,disability,N
449,449,Medical Records Administration,669,198419,Library Science,Bachelor's Degree,Male,White,NA,N
450,450,Fishery Biology,482,144050,Biology,Bachelor's Degree,Female,White,NA,N
451,451,Wildlife Refuge Management,485,170976,Meteorology,Associates Degree,Male,White,disability,N
452,452,Toxicology,415,186131,Chemistry,Master's/J.D./LL.B.,Male,Black/African American,NA,N
453,453,Criminal Investigating,1811,236948,Criminal Justice/Law Enforcement,Some College,Male,White,disability,N
454,454,Inventory Management,2010,196103,Marketing,Associates Degree,Male,Black/African American,NA,N
455,455,Highway Safety,2125,153658,Transportation,Associates Degree,Male,Black/African American,disability,N
456,456,Rehabilitation Therapy Assistant,636,166683,Rehabilitation Therapy,Master's/J.D./LL.B.,Male,Black/African American,NA,N
457,457,Land Surveying,1373,110653,Surveying,Bachelor's Degree,Male,White,disability,N
458,458,Metallurgy,1321,166027,Physical Science,Bachelor's Degree,Female,White,disability,N
